DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
1.0,5.90608902,3.73e-05,-3.73e-05,131.56096,0.00487,-0.00487,0.025,0.442,-0.025,2.409,0.17,-0.17,341.0,29.4,-29.4,1.77,0.55,-0.19,1012.0,247.83,233.88,-75.1,9.3,1.0,5966.0,186.0,-207.0,4.493,0.04,-0.216,0.961,0.299,-0.1,288.20764,45.683479,15.466,1,1
0.0,0.89627093,3.71e-07,-3.71e-07,131.668052,0.000352,-0.000352,1.062,0.134,-0.118,2.2033,0.0246,-0.0246,67000.0,526.0,-526.0,43.47,9.9,-5.3,1733.0,2129.33,1481.22,-675.42,152.9,1.0,5551.0,166.0,-166.0,4.493,0.081,-0.15,0.861,0.196,-0.105,295.00464,38.775478,15.261,0,0
1.0,4.903321801,4.92e-06,-4.92e-06,172.900587,0.000828,-0.000828,0.016,0.386,-0.016,2.8887,0.028,-0.028,335.0,4.6,-4.6,2.37,0.39,-0.36,1247.0,570.65,269.78,-192.98,84.5,1.0,6045.0,121.0,-133.0,4.276,0.115,-0.126,1.298,0.216,-0.194,296.56662,49.696251,13.174,1,2
0.999,6.28384079,4.88e-05,-4.88e-05,133.20513,0.00704,-0.00704,0.101,0.362,-0.101,4.291,0.167,-0.167,35.7,2.6,-2.6,0.73,0.12,-0.11,1108.0,356.49,166.1,-121.65,14.9,1.0,5888.0,105.0,-129.0,4.275,0.144,-0.108,1.227,0.207,-0.186,287.37125,39.603569,12.4,1,2
0.0,2.24294107,2.12e-05,-2.12e-05,133.47862,0.00964,-0.00964,0.23,0.235,-0.23,2.532,0.299,-0.299,39.4,4.0,-4.0,0.75,0.22,-0.22,1654.0,1763.55,1562.97,-977.28,12.1,1.0,6082.0,182.0,-164.0,4.195,0.306,-0.204,1.184,0.349,-0.349,296.45139,39.59166,13.182,0,0
0.979,1.480283464,6.17e-06,-6.17e-06,134.37254,0.00325,-0.00325,0.058,0.392,-0.058,2.486,0.108,-0.108,60.5,3.3,-3.3,0.97,0.16,-0.17,1822.0,2597.27,1166.42,-977.2,21.3,1.0,5897.0,105.0,-117.0,4.25,0.156,-0.104,1.259,0.204,-0.224,294.11307,40.362968,13.522,1,1
1.0,1.616883373,2.28e-06,-2.28e-06,169.80396,0.00111,-0.00111,0.856,0.086,-0.575,1.6325,0.0413,-0.0413,437.0,12.2,-12.2,4.47,1.01,-2.18,1774.0,2342.49,1389.7,-1759.05,43.9,1.0,4868.0,73.0,-65.0,3.902,0.069,-0.138,1.816,0.409,-0.885,288.75494,39.563648,14.411,1,2
0.999,56.3587987,0.000266,-0.000266,222.31819,0.00368,-0.00368,0.906,0.009,-0.038,6.927,0.268,-0.268,2560.0,68.8,-68.8,5.04,0.96,-0.52,419.0,7.29,4.34,-2.1,44.4,1.0,5446.0,162.0,-162.0,4.525,0.072,-0.126,0.821,0.157,-0.085,290.85413,51.222809,15.792,1,1
0.0,41.07759033,1.38e-06,-1.38e-06,173.7358974,2.66e-05,-2.66e-05,0.502,0.001,-0.001,6.20583,0.00187,-0.00187,134000.0,32.8,-32.8,23.2,1.01,-0.94,346.0,3.37,0.61,-0.51,5518.2,1.0,4451.0,89.0,-89.0,4.654,0.022,-0.022,0.62,0.027,-0.025,289.07571,51.757439,11.762,0,0
0.256,0.998212785,7.72e-06,-7.72e-06,131.81898,0.00747,-0.00747,0.436,0.097,-0.436,2.489,0.214,-0.214,119.0,8.2,-8.2,1.1,0.36,-0.12,1888.0,2998.77,3033.87,-972.29,18.8,1.0,6072.0,189.0,-232.0,4.47,0.056,-0.224,0.988,0.33,-0.11,293.61337,44.975422,15.544,0,0
0.0,14.5417471,3.83e-05,-3.83e-05,137.58734,0.00198,-0.00198,1.214,30.28,-0.176,5.6067,0.0953,-0.0953,1090.0,17.9,-17.9,163.25,13.2,-26.3,1494.0,1176.23,286.55,-406.1,71.2,1.0,5032.0,80.0,-90.0,3.042,0.03,-0.03,5.922,0.477,-0.954,292.16907,41.619759,13.763,0,0
0.76,25.0032023,0.000265,-0.000265,140.90106,0.00992,-0.00992,0.756,0.222,-0.51,5.498,0.557,-0.557,64.1,7.3,-7.3,1.47,0.33,-0.38,837.0,116.27,79.06,-59.05,12.6,1.0,6148.0,167.0,-186.0,4.055,0.234,-0.126,1.685,0.385,-0.428,286.70145,38.042191,12.55,1,1
1.0,35.58349688,4.63e-05,-4.63e-05,189.03562,0.001,-0.001,0.001,0.416,-0.001,3.9885,0.0372,-0.0372,938.0,11.8,-11.8,2.03,0.12,-0.09,408.0,6.54,1.41,-1.04,90.8,1.0,4894.0,97.0,-97.0,4.637,0.015,-0.042,0.684,0.041,-0.031,297.27188,43.333309,12.968,1,1
1.0,12.2476121,0.000231,-0.000231,138.2196,0.0148,-0.0148,0.116,0.345,-0.116,3.209,0.465,-0.465,403.0,69.0,-69.0,1.9,0.28,-0.1,763.0,80.29,31.7,-11.72,6.8,2.0,5741.0,78.0,-78.0,4.492,0.03,-0.128,0.956,0.143,-0.048,293.67648,44.615582,14.746,1,2
0.0,10.18670759,9.76e-05,-9.76e-05,132.51843,0.00922,-0.00922,0.677,0.323,-0.413,7.498,0.523,-0.523,261.0,12.1,-12.1,0.95,0.03,-0.05,477.0,12.29,1.56,-1.73,35.5,1.0,3995.0,53.0,-59.0,4.694,0.026,-0.014,0.555,0.019,-0.025,295.11502,45.96648,14.651,0,0
1.0,13.8911152,0.000202,-0.000202,137.3481,0.0105,-0.0105,0.168,0.284,-0.168,5.062,0.372,-0.372,205.0,23.8,-23.8,1.12,0.18,-0.14,674.0,48.8,25.5,-15.91,10.3,1.0,5472.0,179.0,-163.0,4.499,0.115,-0.115,0.79,0.124,-0.101,286.13458,37.799881,15.365,1,1
1.0,4.22865217,1.08e-05,-1.08e-05,170.74053,0.00188,-0.00188,0.009,0.434,-0.009,3.3275,0.063,-0.063,150.0,4.0,-4.0,1.83,0.32,-0.39,1379.0,854.59,411.76,-367.68,41.5,1.0,5966.0,107.0,-119.0,4.169,0.162,-0.108,1.499,0.262,-0.321,293.8902,42.527966,13.749,1,2
1.0,1.682695938,1.25e-06,-1.25e-06,170.453117,0.000599,-0.000599,0.025,0.419,-0.025,1.3867,0.023,-0.023,704.0,11.2,-11.2,1.23,0.1,-0.14,750.0,74.7,20.84,-21.01,75.4,1.0,3669.0,73.0,-91.0,4.787,0.054,-0.041,0.47,0.041,-0.051,283.74069,47.516289,14.818,1,2
0.0,3.1877519,1.82e-05,-1.82e-05,134.418,0.00437,-0.00437,1.178,0.387,-0.114,14.836,0.336,-0.336,452.0,6.9,-6.9,19.66,4.87,-2.09,1141.0,400.3,292.84,-117.09,83.2,1.0,5532.0,149.0,-166.0,4.489,0.069,-0.161,0.896,0.222,-0.095,285.37082,47.946499,14.64,0,0
0.376,25.273355,0.00183,-0.00183,134.5501,0.0651,-0.0651,1.208,7.036,-0.223,34.48,4.0,-4.0,496.0,37.8,-37.8,24.74,7.02,-4.31,579.0,26.57,23.28,-10.32,16.9,2.0,5313.0,175.0,-143.0,4.39,0.144,-0.198,0.976,0.277,-0.17,283.5701,43.736118,14.5,0,0
1.0,150.2412582,0.000549,-0.000549,138.29013,0.00268,-0.00268,0.345,0.073,-0.345,10.849,0.126,-0.126,2380.0,37.2,-37.2,4.6,0.6,-0.4,327.0,2.72,1.04,-0.63,72.3,1.0,5604.0,111.0,-111.0,4.451,0.076,-0.102,0.943,0.123,-0.082,287.28531,51.249981,14.827,1,2
1.0,17.1369408,0.000131,-0.000131,141.01497,0.00684,-0.00684,0.03,0.409,-0.03,6.416,0.157,-0.157,362.0,16.2,-16.2,2.05,0.69,-0.24,775.0,85.15,83.45,-27.76,25.4,1.0,6218.0,172.0,-216.0,4.421,0.058,-0.217,1.077,0.358,-0.128,283.10385,43.148041,15.004,1,2
0.82,7.5019743,0.000114,-0.000114,135.0995,0.0114,-0.0114,0.442,0.036,-0.442,2.582,0.427,-0.427,248.0,31.1,-31.1,1.19,0.08,-0.12,709.0,59.73,16.39,-16.11,9.1,1.0,4807.0,143.0,-129.0,4.546,0.066,-0.039,0.758,0.049,-0.074,283.06223,42.629002,15.562,1,1
1.0,1.544928892,6.3e-08,-6.3e-08,133.5487914,3.33e-05,-3.33e-05,0.918,0.003,-0.003,1.43586,0.00557,-0.00557,5820.0,9.1,-9.1,13.43,2.41,-2.42,1997.0,3765.46,1865.84,-1429.2,1109.7,1.0,6309.0,114.0,-126.0,4.199,0.149,-0.122,1.412,0.254,-0.254,294.19211,39.618999,13.308,1,2
0.0,2.178154774,2.71e-06,-2.71e-06,132.02433,0.00108,-0.00108,1.223,2.712,-0.016,3.5302,0.0518,-0.0518,663.0,8.9,-8.9,19.46,3.2,-1.37,1180.0,457.16,239.17,-102.44,89.2,1.0,5515.0,163.0,-147.0,4.624,0.035,-0.105,0.712,0.117,-0.05,288.00998,46.306061,14.489,0,0
0.829,48.6478543,0.000743,-0.000743,172.1271,0.0103,-0.0103,0.988,69.78,-0.682,5.464,0.515,-0.515,642.0,60.5,-60.5,4.14,0.67,-0.23,489.0,13.57,5.76,-2.15,12.2,3.0,5779.0,78.0,-86.0,4.477,0.032,-0.128,0.974,0.158,-0.053,293.56815,39.03632,15.368,1,2
0.0,46.27052487,2.58e-06,-2.58e-06,173.6558757,4.47e-05,-4.47e-05,0.859,0.003,-0.003,8.93033,0.00361,-0.00361,66200.0,22.7,-22.7,35.98,11.4,-4.06,572.0,25.29,23.02,-7.82,4607.4,1.0,6357.0,157.0,-204.0,4.405,0.07,-0.21,1.072,0.339,-0.121,294.0647,42.112869,13.529,0,0
0.0,16.66216657,1.73e-05,-1.73e-05,142.186468,0.000839,-0.000839,7.444,66.78,-6.476,3.8762,0.0409,-0.0409,27400.0,286.0,-286.0,843.45,281.0,-93.8,834.0,114.41,108.82,-34.34,114.5,1.0,6440.0,153.0,-192.0,4.38,0.068,-0.216,1.169,0.389,-0.13,286.30026,42.374828,13.344,0,0
1.0,14.03490255,2.39e-05,-2.39e-05,171.60491,0.0013,-0.0013,0.66,0.037,-0.486,3.638,0.0598,-0.0598,852.0,15.9,-15.9,2.41,0.32,-0.28,641.0,39.97,17.47,-11.97,60.9,1.0,5258.0,158.0,-142.0,4.513,0.095,-0.086,0.785,0.102,-0.091,298.38483,46.276039,14.574,1,2
0.0,45.1178526,0.000295,-0.000295,156.99133,0.00553,-0.00553,0.97,0.002,-0.679,3.737,0.174,-0.174,389.0,25.2,-25.2,2.78,0.81,-0.54,517.0,16.87,14.7,-7.15,17.3,1.0,5585.0,166.0,-166.0,4.339,0.19,-0.19,1.038,0.301,-0.201,296.78445,43.619011,14.72,0,0
0.991,7.64809462,5.61e-05,-5.61e-05,137.21737,0.00513,-0.00513,0.265,0.192,-0.265,2.216,0.161,-0.161,196.0,18.8,-18.8,1.19,0.3,-0.1,840.0,117.65,92.15,-30.6,12.2,1.0,5641.0,169.0,-169.0,4.554,0.033,-0.176,0.85,0.22,-0.073,292.22739,42.451969,15.267,1,1
0.0,31.9730649,0.000728,-0.000728,133.8409,0.0172,-0.0172,0.716,0.21,-0.484,8.872,0.938,-0.938,159.0,13.4,-13.4,1.09,0.29,-0.09,530.0,18.59,14.28,-4.69,15.6,1.0,5811.0,158.0,-158.0,4.571,0.044,-0.176,0.811,0.211,-0.07,292.17368,44.662861,14.545,0,0
0.0,1.52327807,2.75e-06,-2.75e-06,132.3306,0.00147,-0.00147,0.026,0.884,-0.026,3.813,0.476,-0.476,924.0,19.1,-19.1,22.88,6.36,-2.27,3461.0,33813.44,24776.63,-7510.95,78.5,1.0,4477.0,67.0,-47.0,2.633,0.1,-0.1,7.912,2.198,-0.785,290.17807,37.852039,14.161,0,0
0.87,15.6112238,0.000128,-0.000128,144.8735,0.00729,-0.00729,0.468,0.489,-0.26,3.873,0.209,-0.209,114.0,8.1,-8.1,0.91,0.09,-0.05,637.0,38.99,12.02,-6.76,15.7,2.0,5383.0,107.0,-107.0,4.528,0.042,-0.078,0.842,0.084,-0.045,295.09027,45.081181,13.573,1,1
1.0,4.393157678,5.49e-06,-5.49e-06,172.867528,0.000991,-0.000991,0.102,0.356,-0.102,2.4455,0.0343,-0.0343,447.0,7.8,-7.8,1.41,0.11,-0.04,807.0,99.9,25.68,-13.19,63.0,2.0,4799.0,95.0,-95.0,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842,38.34539,14.023,1,2
1.0,10.00653012,2e-05,-2e-05,176.96898,0.00152,-0.00152,0.862,0.028,-0.586,5.344,0.114,-0.114,936.0,14.7,-14.7,3.52,1.11,-0.38,876.0,139.21,132.68,-43.02,71.9,1.0,6063.0,181.0,-217.0,4.47,0.052,-0.208,1.001,0.318,-0.106,283.63077,43.379398,15.063,1,2
0.0,1.876406096,3.56e-06,-3.56e-06,133.12761,0.00161,-0.00161,0.302,0.341,-0.302,1.531,0.236,-0.236,434.0,18.1,-18.1,1.57,0.22,-0.14,1192.0,476.68,228.59,-124.34,37.0,1.0,5198.0,169.0,-154.0,4.6,0.03,-0.09,0.759,0.107,-0.066,291.23114,50.56702,15.202,0,0
0.676,13.9509565,0.000197,-0.000197,144.287,0.0108,-0.0108,0.467,0.494,-0.259,5.231,0.332,-0.332,35.7,3.4,-3.4,0.75,0.12,-0.12,849.0,122.88,57.26,-41.93,11.2,3.0,5888.0,105.0,-129.0,4.275,0.144,-0.108,1.227,0.207,-0.186,287.37125,39.603569,12.4,1,1
0.0,10.10176739,2.39e-05,-2.39e-05,131.80667,0.00186,-0.00186,1.251,69.6,-1.538,2.1267,0.0981,-0.0981,602.0,25.3,-25.3,26.09,7.88,-2.47,829.0,111.86,99.21,-31.74,28.8,1.0,6058.0,164.0,-201.0,4.54,0.037,-0.212,0.867,0.262,-0.082,293.1416,40.262299,14.694,0,0
0.0,0.52880817,1.91e-06,-1.91e-06,131.67844,0.00378,-0.00378,0.432,0.249,-0.294,2.2865,0.091,-0.091,57.7,1.9,-1.9,1.84,0.34,-0.64,3558.0,37880.12,21611.18,-23436.66,38.8,1.0,6224.0,171.0,-171.0,3.815,0.304,-0.095,2.368,0.443,-0.822,295.78482,42.285679,13.274,0,0
0.0,1.061934313,1.51e-06,-1.51e-06,131.72596,0.00119,-0.00119,1.218,0.926,-0.064,3.194,0.0601,-0.0601,607.0,10.4,-10.4,15.14,1.18,-1.58,1104.0,352.77,102.98,-105.26,70.0,1.0,4304.0,116.0,-142.0,4.675,0.065,-0.025,0.566,0.044,-0.059,288.90912,44.591831,15.454,0,0
0.0,10.6840477,2.77e-06,-2.77e-06,134.084445,0.000216,-0.000216,1.012,0.098,-0.057,3.515,0.0114,-0.0114,81900.0,228.0,-228.0,26.43,1.97,-1.98,444.0,9.21,2.29,-2.05,395.3,1.0,3887.0,77.0,-93.0,4.743,0.031,-0.038,0.523,0.039,-0.039,293.79077,48.401421,15.774,0,0
0.0,7.047106212,1.23e-06,-1.23e-06,132.75015,0.000145,-0.000145,1.077,0.052,-0.045,3.16223,0.00768,-0.00768,69600.0,146.0,-146.0,119.64,23.1,-34.7,1846.0,2744.25,1615.68,-1578.66,548.5,1.0,8162.0,226.0,-340.0,3.973,0.234,-0.126,2.321,0.449,-0.674,290.11258,38.399872,9.002,0,0
0.276,5.1952021,1.81e-05,-1.81e-05,133.34401,0.00317,-0.00317,0.604,0.02,-0.485,2.1552,0.0961,-0.0961,321.0,19.2,-19.2,1.37,0.13,-0.15,836.0,115.35,41.01,-32.9,17.7,1.0,5044.0,151.0,-136.0,4.551,0.078,-0.048,0.738,0.072,-0.079,292.37903,39.435841,14.937,1,1
1.0,2.624234833,3.89e-07,-3.89e-07,132.304988,0.000122,-0.000122,0.781,0.057,-0.39,1.3874,0.0316,-0.0316,2610.0,8.9,-8.9,5.11,0.6,-0.23,1164.0,434.31,151.68,-68.35,361.1,1.0,5340.0,106.0,-106.0,4.514,0.033,-0.104,0.899,0.105,-0.04,288.0383,50.651611,13.687,1,1
0.933,71.52543938,9.47e-05,-9.47e-05,191.69147,0.00104,-0.00104,0.066,0.293,-0.066,5.9189,0.0564,-0.0564,5900.0,59.5,-59.5,5.76,0.22,-0.35,340.0,3.15,0.46,-0.56,111.3,1.0,4855.0,77.0,-87.0,4.542,0.056,-0.02,0.778,0.029,-0.047,287.73755,38.114559,14.521,1,2
0.999,8.884922995,1.64e-06,-1.64e-06,169.991686,0.000144,-0.000144,0.069,0.087,-0.069,2.07004,0.00709,-0.00709,16100.0,47.4,-47.4,10.51,0.56,-0.57,770.0,83.21,16.69,-13.87,388.2,1.0,5332.0,106.0,-96.0,4.5,0.05,-0.036,0.843,0.045,-0.045,291.1376,36.577381,15.264,1,2
0.999,42.0370662,0.000428,-0.000428,178.25006,0.00748,-0.00748,0.672,0.002,-0.517,6.282,0.22,-0.22,267.0,18.3,-18.3,1.66,0.45,-0.24,527.0,18.16,14.52,-6.42,14.7,2.0,5823.0,157.0,-174.0,4.427,0.101,-0.188,0.96,0.261,-0.14,292.27612,39.550179,14.609,1,1
0.959,49.18394185,2.48e-05,-2.48e-05,141.911924,0.000569,-0.000569,0.035,0.361,-0.035,11.3364,0.051,-0.051,1650.0,5.4,-5.4,8.2,0.5,-0.55,669.0,47.4,9.4,-8.38,355.7,1.0,5626.0,89.0,-78.0,3.907,0.04,-0.036,2.057,0.125,-0.138,294.55917,46.062328,12.654,1,2
0.0,2.41172358,2.43e-05,-2.43e-05,133.8617,0.0141,-0.0141,1.281,5.401,-0.127,2.6311,0.0328,-0.0328,3360.0,36.3,-36.3,50.53,14.5,-10.5,1706.0,1997.33,1702.56,-931.98,108.6,1.0,6363.0,181.0,-250.0,4.22,0.185,-0.185,1.332,0.382,-0.278,288.91037,43.21846,14.777,0,0
0.0,2.636899795,3.4e-06,-3.4e-06,132.07629,0.0011,-0.0011,1.519,45.62,-0.625,0.9105,0.0775,-0.0775,426.0,20.9,-20.9,49.84,12.5,-4.18,1179.0,456.22,348.14,-121.31,27.6,1.0,5524.0,166.0,-182.0,4.54,0.04,-0.16,0.847,0.213,-0.071,297.55859,40.63467,14.72,0,0
0.998,5.8660127,4.64e-05,-4.64e-05,136.35647,0.00643,-0.00643,0.539,0.408,-0.33,3.985,0.173,-0.173,183.0,12.8,-12.8,1.45,0.45,-0.2,1064.0,302.77,288.69,-109.01,16.8,1.0,6020.0,190.0,-232.0,4.427,0.07,-0.21,1.04,0.326,-0.14,292.65839,49.865189,15.273,1,2
0.0,1.39797542,4.04e-05,-4.04e-05,131.6767,0.023,-0.023,0.077,0.4,-0.077,9.06,1.0,-1.0,43.2,4.1,-4.1,0.49,0.05,-0.06,1316.0,709.8,267.62,-208.87,15.5,1.0,5074.0,136.0,-136.0,4.536,0.075,-0.067,0.761,0.086,-0.086,290.18521,41.867222,12.763,0,0
0.993,3.98864999,4.26e-05,-4.26e-05,134.8296,0.00991,-0.00991,0.355,0.093,-0.355,3.516,0.258,-0.258,94.2,9.0,-9.0,1.15,0.19,-0.18,1233.0,547.73,228.78,-180.95,12.4,1.0,5692.0,77.0,-77.0,4.288,0.137,-0.112,1.188,0.189,-0.189,284.72894,46.206478,15.016,1,1
1.0,28.64338839,6.21e-05,-6.21e-05,141.22933,0.00179,-0.00179,0.968,0.012,-0.672,1.2246,0.0812,-0.0812,624.0,37.3,-37.3,5.82,1.15,-1.74,871.0,136.32,78.88,-76.84,23.1,1.0,6507.0,155.0,-194.0,4.002,0.253,-0.117,1.767,0.351,-0.527,296.9978,42.65332,12.642,0,0
0.0,0.605556082,2.27e-06,-2.27e-06,132.02856,0.00278,-0.00278,0.176,0.289,-0.176,1.2399,0.0979,-0.0979,102.0,8.0,-8.0,0.86,0.25,-0.06,2120.0,4796.94,4049.1,-1224.58,15.3,1.0,6123.0,166.0,-203.0,4.556,0.035,-0.196,0.846,0.243,-0.065,291.9837,38.595409,14.99,0,0
0.0,8.460438928,6.29e-07,-6.29e-07,133.7744903,6.27e-05,-6.27e-05,1.061,0.017,-0.008,4.73492,0.00252,-0.00252,76400.0,32.8,-32.8,36.62,6.36,-2.14,804.0,98.6,52.46,-21.18,1797.4,1.0,5951.0,160.0,-178.0,4.638,0.032,-0.128,0.702,0.122,-0.041,291.04407,36.729271,14.813,0,0
0.0,2.25161215,1.89e-05,-1.89e-05,131.54653,0.00655,-0.00655,0.647,0.323,-0.444,2.1,0.218,-0.218,23.9,3.4,-3.4,1.14,0.4,-0.3,2934.0,17529.42,18990.44,-9474.68,9.2,1.0,9464.0,301.0,-414.0,4.116,0.157,-0.192,2.184,0.777,-0.565,296.88562,41.19978,13.085,0,0
0.994,6.14728341,2.15e-05,-2.15e-05,134.87289,0.0028,-0.0028,0.188,0.261,-0.188,2.7645,0.0776,-0.0776,120.0,4.8,-4.8,0.79,0.06,-0.03,770.0,83.18,19.08,-12.5,26.8,1.0,4997.0,100.0,-100.0,4.598,0.018,-0.053,0.746,0.049,-0.03,287.59009,51.06057,12.906,1,2
0.983,17.1622587,0.000245,-0.000245,148.6441,0.0117,-0.0117,1.201,6.731,-0.014,4.668,0.611,-0.611,312.0,34.2,-34.2,22.42,2.72,-1.07,674.0,48.86,15.96,-7.14,11.7,1.0,5729.0,77.0,-85.0,4.509,0.024,-0.102,0.939,0.114,-0.045,294.22134,39.989521,14.841,1,1
1.0,16.6658994,2.97e-05,-2.97e-05,180.20215,0.00145,-0.00145,0.429,0.042,-0.399,4.1934,0.0544,-0.0544,754.0,13.4,-13.4,2.85,0.44,-0.16,702.0,57.31,24.71,-10.15,60.8,2.0,5674.0,103.0,-114.0,4.446,0.034,-0.128,1.032,0.159,-0.057,284.52118,41.629601,14.387,1,2
1.0,16.48686712,3.61e-05,-3.61e-05,139.20338,0.00169,-0.00169,1.198,70.49,-0.479,1.431,0.11,-0.11,988.0,58.0,-58.0,27.45,7.49,-3.2,760.0,78.99,63.75,-26.23,22.1,1.0,6090.0,169.0,-232.0,4.447,0.06,-0.192,1.071,0.292,-0.125,296.56006,46.857479,15.315,1,1
0.981,7.03965141,7.84e-05,-7.84e-05,137.41892,0.00969,-0.00969,0.778,0.2,-0.574,3.141,0.265,-0.265,269.0,31.1,-31.1,2.72,0.46,-0.56,1171.0,445.49,192.92,-179.96,9.8,2.0,5902.0,70.0,-79.0,4.128,0.182,-0.098,1.513,0.256,-0.313,283.94244,41.4716,14.935,1,1
0.972,284.727213,0.00836,-0.00836,142.0923,0.023,-0.023,0.316,0.148,-0.316,10.299,0.942,-0.942,355.0,34.0,-34.0,2.02,0.3,-0.29,278.0,1.41,0.55,-0.44,12.7,1.0,5497.0,82.0,-74.0,4.332,0.137,-0.1,1.08,0.158,-0.158,290.14725,46.802872,14.636,1,1
1.0,8.925079516,5.99e-06,-5.99e-06,139.71389,0.000532,-0.000532,0.74,0.003,-0.525,2.6766,0.0265,-0.0265,978.0,8.0,-8.0,2.36,0.16,-0.08,628.0,36.89,8.87,-4.88,135.8,2.0,4728.0,94.0,-94.0,4.628,0.012,-0.048,0.693,0.049,-0.021,287.99789,50.944328,13.461,1,2
1.0,5.62154315,1.27e-05,-1.27e-05,136.89013,0.00186,-0.00186,0.742,0.18,-0.503,2.4143,0.0514,-0.0514,172.0,5.7,-5.7,1.37,0.17,-0.12,992.0,229.04,84.49,-52.64,35.3,1.0,5637.0,101.0,-112.0,4.439,0.076,-0.104,0.96,0.124,-0.083,294.98547,42.727669,13.687,1,2
0.0,164.950399,0.00294,-0.00294,280.9154,0.0139,-0.0139,0.724,0.024,-0.056,30.86,0.775,-0.775,24500.0,584.0,-584.0,11.23,1.19,-1.08,252.0,0.95,0.4,-0.27,65.7,2.0,5001.0,191.0,-174.0,4.603,0.066,-0.048,0.664,0.07,-0.064,294.89749,44.21579,15.473,1,1
0.285,2.698021895,2.62e-06,-2.62e-06,136.32786,0.000791,-0.000791,1.3,0.056,-0.047,23.192,0.18,-0.18,6720.0,30.8,-30.8,52.51,17.0,-6.07,1582.0,1481.76,1375.06,-458.29,647.1,1.0,6568.0,161.0,-201.0,4.36,0.065,-0.208,1.211,0.391,-0.14,291.98694,42.037651,13.717,0,0
0.996,33.3200908,0.000541,-0.000541,150.0494,0.0211,-0.0211,0.069,0.253,-0.069,6.5265,0.0843,-0.0843,6190.0,77.4,-77.4,13.0,3.95,-3.55,750.0,74.79,67.39,-41.55,84.5,1.0,6264.0,177.0,-265.0,4.133,0.2,-0.18,1.651,0.502,-0.451,294.55789,40.850498,14.624,1,1
0.909,80.9669561,0.000121,-0.000121,160.97672,0.00127,-0.00127,0.007,0.383,-0.007,2.5276,0.0483,-0.0483,4730.0,104.0,-104.0,5.04,1.03,-0.37,364.0,4.14,2.62,-0.99,52.0,1.0,5611.0,168.0,-168.0,4.61,0.04,-0.128,0.737,0.151,-0.054,295.80585,39.17799,15.671,1,1
1.0,4.99677968,1.39e-05,-1.39e-05,171.74208,0.00219,-0.00219,0.71,0.006,-0.533,2.1717,0.0762,-0.0762,935.0,39.7,-39.7,2.78,0.52,-0.23,917.0,166.95,102.06,-42.14,28.2,1.0,5339.0,175.0,-159.0,4.552,0.034,-0.136,0.847,0.161,-0.069,297.80826,47.946671,15.861,1,2
0.911,386.370512,0.00826,-0.00826,452.874,0.0103,-0.0103,0.01,0.441,-0.01,11.007,0.375,-0.375,1340.0,94.4,-94.4,2.96,0.17,-0.19,209.0,0.45,0.09,-0.08,13.1,1.0,5119.0,82.0,-82.0,4.508,0.06,-0.04,0.834,0.047,-0.052,291.39938,38.78775,15.825,1,2
0.0,14.8623076,0.00013,-0.00013,354.57297,0.00685,-0.00685,0.324,0.143,-0.324,3.161,0.213,-0.213,840.0,62.5,-62.5,1.57,0.12,-0.05,454.0,10.08,2.55,-1.26,14.4,3.0,4362.0,87.0,-78.0,4.722,0.012,-0.051,0.554,0.042,-0.017,293.80441,38.63913,15.842,1,1
0.001,3.06026014,4.05e-05,-4.05e-05,132.762,0.0101,-0.0101,0.675,0.027,-0.504,2.545,0.418,-0.418,59.9,9.2,-9.2,0.83,0.24,-0.1,1284.0,642.06,542.52,-205.54,10.1,1.0,5878.0,158.0,-176.0,4.426,0.087,-0.203,1.01,0.291,-0.125,298.13965,41.417229,14.255,0,0
0.999,2.455240626,1.11e-07,-1.11e-07,170.821762,3.56e-05,-3.56e-05,0.144,0.152,-0.084,1.72722,0.00373,-0.00373,36900.0,33.7,-33.7,10.6,0.43,-0.71,730.0,67.3,11.58,-13.73,1341.6,1.0,3793.0,76.0,-84.0,4.697,0.032,-0.02,0.568,0.023,-0.038,292.87289,41.06427,15.979,1,2
